,from,to,channel,portnum,id,rx_time,rx_snr,rx_rssi,hop_start,latitude_i,longitude_i,time,location_source,altitude_hae,PDOP,ground_speed,ground_track,sats_in_view,precision_bits,want_response,hop_limit,long_name,short_name,macaddr,hw_model,request_id,public_key,role,priority,want_ack,route,snr_towards,is_licensed,battery_level,voltage,channel_utilization,air_util_tx,uptime_seconds,temperature,relative_humidity,barometric_pressure,altitude,error_reason
112,474579996,4294967295,8,POSITION_APP,2490588131,2025-01-19 22:32:32,,,3,37.616941,-122.482565,2025-01-19 22:32:32,LOC_EXTERNAL,11.0,,0.0,0.0,,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
113,474579996,4294967295,8,TELEMETRY_APP,32922596,2025-01-19 22:32:32,,,3,,,2025-01-19 22:32:32,,,,,,,,,3,,,,,,,,BACKGROUND,,,,,,,,,,11.56,64.740234,1013.6902,,
114,474579996,4294967295,8,POSITION_APP,335715297,2025-01-19 22:32:32,,,3,37.6938755,-122.2785976,2025-01-19 22:32:32,LOC_INTERNAL,54.0,755,23.0,31409000.0,4.0,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
115,474579996,4294967295,8,TELEMETRY_APP,3196700647,2025-01-19 22:34:40,,,3,,,2025-01-19 22:34:40,,,,,,,,,3,,,,,,,,BACKGROUND,,,,,94.0,4.064,12.608333,2.289528,1848,,,,,
116,474579996,4294967295,8,POSITION_APP,3282708462,2025-01-19 22:36:48,,,3,37.6170511,-122.4824881,2025-01-19 22:36:48,LOC_INTERNAL,25.0,191,5.0,31409000.0,7.0,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
117,474579996,4294967295,8,POSITION_APP,1781431280,2025-01-19 22:36:48,,,3,37.6169399,-122.4825645,2025-01-19 22:36:48,LOC_EXTERNAL,11.0,,0.0,0.0,,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
118,474579996,4294967295,8,POSITION_APP,3241888758,2025-01-19 22:38:56,,,3,37.611993,-122.4851152,2025-01-19 22:38:56,LOC_EXTERNAL,11.0,,0.0,0.0,,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
119,474579996,4294967295,8,POSITION_APP,1134480381,2025-01-19 22:41:04,,,3,37.6168963,-122.4824861,2025-01-19 22:41:04,LOC_EXTERNAL,10.0,,0.0,79.0,,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
120,474579996,4294967295,8,POSITION_APP,406325247,2025-01-19 22:41:04,,,3,37.6168942,-122.4821588,2025-01-19 22:41:04,LOC_EXTERNAL,0.0,,0.0,0.0,,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
121,474579996,4294967295,8,POSITION_APP,895016954,2025-01-19 22:41:04,,,3,37.6169406,-122.4825636,2025-01-19 22:41:04,LOC_EXTERNAL,11.0,,0.0,0.0,,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
122,474579996,4294967295,8,POSITION_APP,3601505275,2025-01-19 22:41:04,,,3,37.6168438,-122.4822573,2025-01-19 22:41:04,LOC_INTERNAL,63.0,193,1.0,28710000.0,6.0,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
123,474579996,4294967295,8,POSITION_APP,2056326149,2025-01-19 22:43:12,,,3,37.6168951,-122.482298,2025-01-19 22:43:12,LOC_INTERNAL,49.0,194,5.0,28710000.0,8.0,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
124,474579996,4294967295,8,POSITION_APP,449129480,2025-01-19 22:45:20,,,3,37.6168656,-122.482168,2025-01-19 22:45:20,LOC_INTERNAL,54.0,255,4.0,28710000.0,6.0,32,,3,,,,,,,,BACKGROUND,,,,,,,,,,,,,,
125,474579996,4294967295,8,POSITION_APP,4210875405,2025-01-19 21:47:44,-17.75,-88.0,3,37.616031,-122.4787618,2025-01-19 22:47:28,LOC_INTERNAL,133.0,14098,14.0,13156000.0,,32,,,,,,,,,,,,,,,,,,,,,,,,
126,474579996,4294967295,,POSITION_APP,24359951,2025-01-19 22:47:28,6.0,-13.0,3,37.6155866,-122.4766606,2025-01-19 22:47:28,LOC_INTERNAL,376.0,339,12.0,15011000.0,6.0,32,,2,,,,,,,,,,,,,,,,,,,,,,
127,474579996,4294967295,8,POSITION_APP,4256003088,2025-01-19 22:47:28,6.5,-53.0,3,37.6143301,-122.4752146,2025-01-19 22:49:36,LOC_INTERNAL,599.0,243,3.0,15011000.0,6.0,32,,1,,,,,,,,,,,,,,,,,,,,,,
128,474579996,4294967295,,POSITION_APP,4130877457,2025-01-19 22:49:36,6.0,-13.0,3,37.613992,-122.4758261,2025-01-19 22:49:36,LOC_INTERNAL,719.0,246,8.0,17585000.0,6.0,32,,1,,,,,,,,,,,,,,,,,,,,,,
129,474579996,2053998824,8,POSITION_APP,2919954450,2024-11-30 03:56:48,-9.5,-117.0,3,37.613992,-122.4758261,2025-01-19 22:49:36,LOC_INTERNAL,719.0,246,8.0,17585000.0,6.0,32,,3,,,,,295751248,,,,,,,,,,,,,,,,,
130,474579996,4294967295,8,POSITION_APP,828666901,2025-01-19 22:51:44,5.5,-70.0,3,37.6105005,-122.47571,2025-01-19 22:51:44,LOC_INTERNAL,956.0,200,15.0,15599000.0,6.0,32,,2,,,,,,,,,,,,,,,,,,,,,,
131,474579996,474581420,8,POSITION_APP,58766355,2025-01-19 22:51:44,6.25,-44.0,2,37.613992,-122.4758261,2025-01-19 22:51:44,LOC_INTERNAL,719.0,246,8.0,17585000.0,6.0,32,,,,,,,3117105567,,,,,,,,,,,,,,,,,
132,474579996,4294967295,8,POSITION_APP,2578092052,2024-11-30 03:56:48,-18.25,-126.0,3,37.6121745,-122.4760403,2025-01-19 22:51:44,LOC_INTERNAL,719.0,341,11.0,18259000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
133,474579996,4294967295,,POSITION_APP,2991424536,2024-10-12 12:52:16,-17.0,-114.0,3,37.6050226,-122.4728903,2025-01-19 22:53:52,LOC_INTERNAL,1221.0,253,26.0,14816000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
134,474579996,4294967295,8,POSITION_APP,1826206742,2025-01-19 22:53:52,-7.75,-118.0,3,37.6076371,-122.4745151,2025-01-19 22:53:52,LOC_INTERNAL,1098.0,200,27.0,17112000.0,6.0,32,,1,,,,,,,,,,,,,,,,,,,,,,
135,474579996,4294967295,,POSITION_APP,475784219,2025-01-19 22:56:00,5.75,-13.0,3,37.59785,-122.469864,2025-01-19 22:56:00,LOC_INTERNAL,1409.0,201,32.0,16520000.0,6.0,32,,1,,,,,,,,,,,,,,,,,,,,,,
136,474579996,4294967295,8,POSITION_APP,4219477017,2025-01-19 22:56:00,12.25,-70.0,3,37.6017076,-122.4712721,2025-01-19 22:56:00,LOC_INTERNAL,1318.0,201,30.0,16520000.0,6.0,32,,2,,,,,,,,,,,,,,,,,,,,,,
137,474579996,2053998824,8,POSITION_APP,2780551194,2024-11-30 04:01:04,-12.75,-121.0,2,37.6017076,-122.4712721,2025-01-19 22:56:00,LOC_INTERNAL,1318.0,201,30.0,16520000.0,6.0,32,,2,,,,,2563359083,,,,,,,,,,,,,,,,,
138,474579996,4294967295,,POSITION_APP,3242219548,2024-10-12 12:54:24,-20.0,-117.0,3,37.5939026,-122.4678103,2025-01-19 22:58:08,LOC_INTERNAL,1527.0,203,34.0,16026000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
139,474579996,4294967295,,POSITION_APP,4115425309,2024-10-12 12:56:32,-15.25,-113.0,3,37.5898798,-122.4659606,2025-01-19 22:58:08,LOC_INTERNAL,1624.0,203,33.0,16309000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
140,474579996,4294967295,,POSITION_APP,3097049118,2024-10-12 12:56:32,-16.25,-113.0,3,37.5848875,-122.4635891,2025-01-19 23:00:16,LOC_INTERNAL,1769.0,203,34.0,16009000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
141,474579996,4294967295,8,POSITION_APP,3278789663,2025-01-19 23:00:16,-15.75,-137.0,3,37.5801481,-122.4616506,2025-01-19 23:00:16,LOC_INTERNAL,1899.0,329,15.0,15861000.0,7.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
142,474579996,4294967295,,POSITION_APP,3310692384,2024-10-12 12:58:40,-14.75,-112.0,3,37.5761435,-122.4597305,2025-01-19 23:00:16,LOC_INTERNAL,2001.0,266,32.0,16709000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
143,474579996,4294967295,8,POSITION_APP,3223878689,2025-01-19 23:02:24,-14.5,-102.0,3,37.571571,-122.4582931,2025-01-19 23:02:24,LOC_INTERNAL,2124.0,205,39.0,16821000.0,7.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
144,474579996,4294967295,8,POSITION_APP,1213191202,2025-01-19 23:02:24,11.5,-71.0,3,37.5665525,-122.4569531,2025-01-19 23:02:24,LOC_INTERNAL,2246.0,270,36.0,17002000.0,5.0,32,,2,,,,,,,,,,,,,,,,,,,,,,
145,474579996,4294967295,8,POSITION_APP,2228970531,2025-01-19 23:04:32,-15.0,-136.0,3,37.5615871,-122.455396,2025-01-19 23:04:32,LOC_INTERNAL,2362.0,305,41.0,17502000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
146,474579996,4294967295,,POSITION_APP,1815574564,2024-10-12 13:02:56,-16.5,-114.0,3,37.556622,-122.4527546,2025-01-19 23:04:32,LOC_INTERNAL,2556.0,207,39.0,15257000.0,7.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
147,474579996,4294967295,8,POSITION_APP,659701797,2025-01-19 23:06:40,-17.0,-137.0,3,37.552457,-122.450495,2025-01-19 23:06:40,LOC_INTERNAL,2618.0,375,25.0,13898000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
148,474579996,4294967295,8,POSITION_APP,2993957926,2024-11-30 04:13:52,-1.0,-107.0,3,37.5468103,-122.444897,2025-01-19 23:06:40,LOC_INTERNAL,3035.0,305,41.0,17775000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
149,474579996,4294967295,8,POSITION_APP,1882744872,2025-01-19 23:08:48,-12.25,-133.0,3,37.5312903,-122.4407633,2025-01-19 23:08:48,LOC_INTERNAL,2996.0,211,43.0,14710000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
150,474579996,4294967295,8,POSITION_APP,3040512039,2025-01-19 23:08:48,-12.5,-112.0,3,37.539375,-122.4448206,2025-01-19 23:08:48,LOC_INTERNAL,3109.0,210,51.0,15475000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
151,474579996,4294967295,8,POSITION_APP,1651105833,2025-01-19 23:10:56,-18.5,-128.0,3,37.5248006,-122.436435,2025-01-19 23:10:56,LOC_INTERNAL,3118.0,212,52.0,15242000.0,8.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
152,474579996,4294967295,8,POSITION_APP,3630172202,2024-11-30 04:18:08,-2.75,-110.0,3,37.5173851,-122.43235,2025-01-19 23:10:56,LOC_INTERNAL,3245.0,212,61.0,15840000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
153,474579996,4294967295,8,POSITION_APP,3913985067,2025-01-19 23:13:04,-13.25,-123.0,3,37.5091895,-122.4285125,2025-01-19 23:13:04,LOC_INTERNAL,3361.0,265,52.0,15704000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
154,474579996,2053998824,8,POSITION_APP,2195410988,2025-01-19 23:15:12,-9.5,-130.0,3,37.5091895,-122.4285125,2025-01-19 23:13:04,LOC_INTERNAL,3361.0,265,52.0,15704000.0,6.0,32,,3,,,,,2148090785,,,,,,,,,,,,,,,,,
155,474579996,4294967295,8,POSITION_APP,3899360301,2025-01-19 23:15:12,-8.0,-129.0,3,37.5023461,-122.4243403,2025-01-19 23:13:04,LOC_INTERNAL,3361.0,14098,25.0,14163000.0,,32,,3,,,,,,,,,,,,,,,,,,,,,,
156,474579996,4294967295,8,POSITION_APP,967581742,2024-11-30 04:20:16,-1.0,-107.0,3,37.4960658,-122.4198093,2025-01-19 23:15:12,LOC_INTERNAL,3632.0,215,40.0,15780000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
157,474579996,4294967295,8,POSITION_APP,705343535,2025-01-19 23:15:12,-6.75,-128.0,3,37.4900385,-122.4159216,2025-01-19 23:15:12,LOC_INTERNAL,3747.0,217,45.0,15719000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
158,474579996,4294967295,,POSITION_APP,226423857,2024-10-12 13:15:44,-19.25,-116.0,3,37.4832993,-122.331168,2025-01-19 23:17:20,LOC_INTERNAL,9458.0,298,49.0,14865000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
159,474579996,4294967295,8,POSITION_APP,3776730160,2025-01-19 23:17:20,-6.5,-127.0,3,37.4835373,-122.4123113,2025-01-19 23:17:20,LOC_INTERNAL,3747.0,14098,41.0,15847000.0,,32,,3,,,,,,,,,,,,,,,,,,,,,,
160,474579996,4294967295,8,POSITION_APP,444563506,2025-01-19 23:19:28,-8.0,-127.0,3,37.4708036,-122.4060691,2025-01-19 23:19:28,LOC_INTERNAL,4129.0,219,40.0,15315000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
161,474579996,4294967295,8,POSITION_APP,494603315,2025-01-19 23:19:28,-14.5,-124.0,3,37.4643791,-122.4020058,2025-01-19 23:19:28,LOC_INTERNAL,4274.0,221,46.0,14748000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
162,474579996,4294967295,8,POSITION_APP,3972242484,2025-01-19 23:21:36,-12.75,-135.0,3,37.4567116,-122.397133,2025-01-19 23:21:36,LOC_INTERNAL,4410.0,222,54.0,15414000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
163,474579996,4294967295,,POSITION_APP,60899383,2024-10-12 13:22:08,-18.0,-116.0,3,37.4308585,-122.3840658,2025-01-19 23:23:44,LOC_INTERNAL,4762.0,270,59.0,16489000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
164,474579996,4294967295,8,POSITION_APP,1737274422,2025-01-19 23:23:44,-12.75,-123.0,3,37.439403,-122.388432,2025-01-19 23:23:44,LOC_INTERNAL,4661.0,225,59.0,15414000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
165,474579996,4294967295,8,POSITION_APP,3171304504,2025-01-19 23:25:52,-17.75,-141.0,3,37.4220735,-122.380264,2025-01-19 23:25:52,LOC_INTERNAL,4857.0,346,65.0,16349000.0,7.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
166,474579996,4294967295,8,POSITION_APP,3622212665,2025-01-19 23:28:00,-18.75,-139.0,3,37.4133695,-122.3757468,2025-01-19 23:25:52,LOC_INTERNAL,4969.0,266,58.0,15643000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
167,474579996,4294967295,8,POSITION_APP,3392795706,2025-01-19 23:28:00,-17.0,-111.0,3,37.4048668,-122.3709421,2025-01-19 23:28:00,LOC_INTERNAL,5082.0,266,64.0,15733000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
168,474579996,4294967295,8,POSITION_APP,2909034555,2025-01-19 23:30:08,-17.75,-138.0,3,37.3965911,-122.3656343,2025-01-19 23:28:00,LOC_INTERNAL,5203.0,266,61.0,15186000.0,7.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
169,474579996,4294967295,8,POSITION_APP,3067951164,2024-11-30 04:35:12,-4.25,-112.0,3,37.38756,-122.3596768,2025-01-19 23:30:08,LOC_INTERNAL,5340.0,267,69.0,14975000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
170,474579996,4294967295,,POSITION_APP,2864429117,2024-10-12 13:28:32,-19.25,-116.0,3,37.3782661,-122.3534926,2025-01-19 23:30:08,LOC_INTERNAL,5467.0,267,72.0,14651000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
171,474579996,4294967295,8,POSITION_APP,1714781246,2025-01-19 23:32:16,-12.0,-132.0,3,37.368855,-122.347163,2025-01-19 23:32:16,LOC_INTERNAL,5579.0,267,71.0,15582000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
172,474579996,1137580964,8,POSITION_APP,1883928639,2025-01-19 23:32:16,-13.0,-136.0,3,37.368855,-122.347163,2025-01-19 23:32:16,LOC_INTERNAL,5579.0,267,71.0,15582000.0,5.0,32,,3,,,,,1182043463,,,,,,,,,,,,,,,,,
173,474579996,4294967295,8,POSITION_APP,2561272897,2025-01-19 23:34:24,-7.75,-129.0,3,37.3483008,-122.331643,2025-01-19 23:34:24,LOC_INTERNAL,5860.0,486,71.0,14988000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
174,474579996,4294967295,8,POSITION_APP,4195530822,2025-01-19 23:40:48,-4.0,-125.0,3,37.3034735,-122.2938553,2025-01-19 23:38:40,LOC_INTERNAL,6524.0,525,64.0,14310000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
175,474579996,4294967295,8,POSITION_APP,290297925,2025-01-19 11:37:36,-10.0,-108.0,3,37.3127855,-122.3017845,2025-01-19 23:38:40,LOC_INTERNAL,6392.0,296,71.0,14138000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
176,474579996,4294967295,8,POSITION_APP,160468039,2025-01-19 23:40:48,-9.5,-133.0,3,37.2952873,-122.2865938,2025-01-19 23:40:48,LOC_INTERNAL,6631.0,366,58.0,14165000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
177,474579996,4294967295,8,POSITION_APP,657712200,2025-01-19 11:41:52,-17.0,-114.0,3,37.2874863,-122.27858,2025-01-19 23:40:48,LOC_INTERNAL,6749.0,277,60.0,13942000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
178,474579996,3176150712,8,POSITION_APP,451292235,2025-01-19 23:45:04,-18.5,-128.0,2,37.271626,-122.2624473,2025-01-19 23:42:56,LOC_INTERNAL,6984.0,280,63.0,13800000.0,5.0,32,,2,,,,,303458010,,,,,,,,,,,,,,,,,
179,474579996,4294967295,8,POSITION_APP,1402569805,2025-01-19 11:46:08,-16.75,-115.0,3,37.2562688,-122.2449316,2025-01-19 23:45:04,LOC_INTERNAL,7123.0,600,72.0,13576000.0,7.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
180,474579996,4294967295,8,POSITION_APP,2799370318,2025-01-19 23:47:12,-12.25,-133.0,3,37.248668,-122.2355928,2025-01-19 23:47:12,LOC_INTERNAL,7383.0,286,68.0,13561000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
181,474579996,1127930580,8,POSITION_APP,1712037968,2025-01-19 23:47:12,-18.5,-126.0,3,37.2411863,-122.2259636,2025-01-19 23:47:12,LOC_INTERNAL,7514.0,287,69.0,13433000.0,5.0,32,,3,,,,,2271370014,,,,,,,,,,,,,,,,,
182,474579996,4294967295,8,POSITION_APP,1211848786,2025-01-19 23:49:20,-1.75,-123.0,3,37.2272106,-122.2063265,2025-01-19 23:49:20,LOC_INTERNAL,7789.0,394,73.0,13511000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
183,474579996,4294967295,8,POSITION_APP,1195596885,2025-01-19 23:53:36,-9.75,-117.0,3,37.2052658,-122.1766878,2025-01-19 23:53:36,LOC_INTERNAL,8172.0,298,66.0,13724000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
184,474579996,4294967295,8,POSITION_APP,983500886,2025-01-19 23:53:36,-16.0,-110.0,3,37.1975245,-122.167998,2025-01-19 23:53:36,LOC_INTERNAL,8308.0,301,65.0,13786000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
185,474579996,4294967295,8,POSITION_APP,3255930967,2025-01-19 23:55:44,-12.25,-119.0,3,37.1902595,-122.1602788,2025-01-19 23:55:44,LOC_INTERNAL,8445.0,304,59.0,13874000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
186,474579996,4294967295,8,POSITION_APP,2399701080,2025-01-19 23:55:44,-16.75,-123.0,3,37.1831378,-122.1523961,2025-01-19 23:55:44,LOC_INTERNAL,8578.0,307,61.0,13545000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
187,474579996,4294967295,8,POSITION_APP,3542551641,2025-01-19 23:57:52,-6.75,-113.0,3,37.1758766,-122.1445591,2025-01-19 23:57:52,LOC_INTERNAL,8720.0,310,62.0,13912000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
188,474579996,4294967295,8,POSITION_APP,2103017564,2025-01-20 00:00:00,-3.75,-111.0,3,37.1490473,-122.1220358,2025-01-20 00:00:00,LOC_INTERNAL,9148.0,446,66.0,14562000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
189,474579996,4294967295,8,POSITION_APP,420811867,2025-01-20 00:00:00,-9.75,-116.0,3,37.1584455,-122.1293978,2025-01-20 00:00:00,LOC_INTERNAL,8998.0,315,64.0,14790000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
190,474579996,4294967295,8,POSITION_APP,336218206,2025-01-20 00:02:08,-5.25,-107.0,3,37.1286093,-122.105315,2025-01-20 00:02:08,LOC_INTERNAL,9456.0,328,73.0,14648000.0,5.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
191,474579996,4294967295,8,POSITION_APP,2887999583,2025-01-20 00:04:16,-6.5,-114.0,3,37.1198036,-122.0987855,2025-01-20 00:04:16,LOC_INTERNAL,9590.0,470,74.0,14895000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
192,474579996,4294967295,8,POSITION_APP,3521101920,2025-01-19 12:05:20,-13.75,-112.0,3,37.1103471,-122.0907951,2025-01-20 00:04:16,LOC_INTERNAL,9715.0,479,75.0,14204000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
193,474579996,4294967295,8,POSITION_APP,400050273,2025-01-20 00:06:24,-4.5,-123.0,3,37.101018,-122.0816566,2025-01-20 00:06:24,LOC_INTERNAL,9834.0,1077,69.0,14193000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
194,474579996,4294967295,8,POSITION_APP,1411861602,2025-01-20 00:06:24,5.25,-98.0,3,37.0880735,-122.0699725,2025-01-20 00:06:24,LOC_INTERNAL,10004.0,1167,67.0,15158000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
195,474579996,4294967295,8,POSITION_APP,750591075,2025-01-19 12:07:28,-19.5,-116.0,3,37.0796045,-122.0622765,2025-01-20 00:08:32,LOC_INTERNAL,10125.0,1187,72.0,14151000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
196,474579996,4294967295,8,POSITION_APP,3350581348,2025-01-20 00:08:32,4.25,-97.0,3,37.0710698,-122.0533296,2025-01-20 00:08:32,LOC_INTERNAL,10253.0,1239,76.0,13712000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
197,474579996,4294967295,8,POSITION_APP,3201990757,2025-01-20 00:10:40,4.25,-96.0,3,37.0626285,-122.0441771,2025-01-20 00:10:40,LOC_INTERNAL,10392.0,1297,70.0,14173000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
198,474579996,4294967295,8,POSITION_APP,3180472425,2025-01-20 00:14:56,-15.25,-122.0,3,37.0285685,-122.0063811,2025-01-20 00:14:56,LOC_INTERNAL,11003.0,1600,67.0,12799000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
199,474579996,4294967295,8,POSITION_APP,1221292138,2025-01-20 00:17:04,1.25,-105.0,3,37.0192886,-121.9935946,2025-01-20 00:14:56,LOC_INTERNAL,11173.0,1717,74.0,12976000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
200,474579996,4294967295,8,POSITION_APP,4129980524,2025-01-20 00:17:04,-12.0,-132.0,3,37.005299,-121.9695658,2025-01-20 00:17:04,LOC_INTERNAL,11455.0,1942,80.0,12053000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
201,474579996,4294967295,8,POSITION_APP,832887915,2025-01-20 00:17:04,1.5,-105.0,3,37.012037,-121.982337,2025-01-20 00:17:04,LOC_INTERNAL,11312.0,1823,78.0,12875000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
202,474579996,4294967295,8,POSITION_APP,511981677,2025-01-20 00:19:12,-1.75,-108.0,3,36.998488,-121.9551493,2025-01-20 00:19:12,LOC_INTERNAL,11619.0,2091,78.0,11848000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
203,474579996,4294967295,8,POSITION_APP,2248693870,2025-01-20 00:19:12,-2.75,-109.0,3,36.9928005,-121.9286411,2025-01-20 00:19:12,LOC_INTERNAL,11775.0,2253,83.0,11581000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
204,474579996,4294967295,8,POSITION_APP,786585713,2025-01-19 12:20:16,-16.25,-114.0,3,36.9870375,-121.9133591,2025-01-20 00:21:20,LOC_INTERNAL,11918.0,2446,82.0,11643000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
205,474579996,4294967295,8,POSITION_APP,1657926770,2025-01-20 01:01:52,-6.0,-125.0,3,36.7071313,-121.3855125,2025-01-20 01:04:00,LOC_INTERNAL,11932.0,774,65.0,14109000.0,6.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
206,474579996,4294967295,8,POSITION_APP,372124788,2025-01-19 13:02:56,-15.75,-114.0,3,36.7005583,-121.378705,2025-01-20 01:04:00,LOC_INTERNAL,11939.0,799,75.0,14344000.0,11.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
207,474579996,4294967295,8,POSITION_APP,3373666421,2025-01-20 01:04:00,-7.0,-129.0,3,36.6966543,-121.3747191,2025-01-20 01:04:00,LOC_INTERNAL,11938.0,813,73.0,13708000.0,4.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
208,474579996,1128015960,8,POSITION_APP,3581254774,2025-01-20 01:18:56,-18.75,-126.0,3,36.6966543,-121.3747191,2025-01-20 01:18:56,LOC_INTERNAL,11938.0,813,73.0,13708000.0,4.0,32,,3,,,,,1235628904,,,,,,,,,,,,,,,,,
209,474579996,4294967295,8,POSITION_APP,2230199420,2025-01-20 01:38:08,-12.75,-135.0,3,36.533836,-121.2446303,2025-01-20 01:38:08,LOC_INTERNAL,11271.0,114,84.0,11238000.0,10.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
210,474579996,4294967295,8,POSITION_APP,2560715902,2025-01-20 01:38:08,-14.0,-137.0,3,36.5305088,-121.2364246,2025-01-20 01:40:16,LOC_INTERNAL,11019.0,692,159.0,12631000.0,9.0,32,,3,,,,,,,,,,,,,,,,,,,,,,
211,474579996,4294967295,8,POSITION_APP,782254212,2025-01-20 01:42:24,6.25,-39.0,3,36.4988111,-121.1965426,2025-01-20 01:42:24,LOC_INTERNAL,7567.0,125,84.0,12972000.0,9.0,32,,1,,,,,,,,,,,,,,,,,,,,,,
212,474579996,4294967295,8,POSITION_APP,4132649099,2025-01-20 01:48:48,-16.25,-123.0,3,36.4480975,-121.1532725,2025-01-20 01:48:48,LOC_INTERNAL,3794.0,231,58.0,16635000.0,7.0,32,,,,,,,,,,,,,,,,,,,,,,,,
213,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-20 01:44:32,-6.0,-126.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
